0,5011,41.690965,-92.066144
1,2633,41.554101,-93.596754
2,3995,42.512768,-92.430423
3,5215,41.610504,-90.344168
4,5101,42.489119,-92.367142
5,2616,41.83619,-90.193203
6,5102,41.918986,-91.410759
7,2567,41.560169,-90.609903
8,2593,42.064123,-94.855277
9,4345,41.745903,-92.727379
10,5125,41.627778,-93.602858
11,5220,43.148281,-93.241626
13,4447,41.62945,-93.755433
14,4893,41.582697,-93.703837
20,5229,41.47539,-93.682581
25,5146,41.58269,-93.70689
26,3054,41.745726,-92.725772
27,5063,42.510453,-92.337744
28,4847,41.587349,-90.359813
29,4077,42.501601,-92.334639
31,4265,42.489105,-92.336964
32,5174,42.487326,-92.355915
34,2635,41.574973,-90.513769
36,4829,41.60572,-93.613739
37,2663,41.629365,-93.739245
38,4196,41.574438,-90.598191
40,5129,41.546838,-93.64492
44,4464,41.695329,-90.547796
46,2130,42.497854,-92.335359
47,4502,42.489914,-92.313971
48,2248,41.586319,-93.664182
49,2626,41.600361,-93.673223
51,4882,41.288487,-93.803773
52,4190,42.028013,-94.377702
55,2515,43.148448,-93.237177
58,4412,41.647182,-91.115936
59,4997,41.585264,-93.624375
60,5106,41.82514,-90.540112
64,3713,43.148239,-93.261648
66,4725,41.731704,-93.638499
67,4638,,
68,4165,41.731416,-93.581093
69,4959,42.518018,-92.455801
74,2550,41.03058,-93.772725
83,4406,41.701905,-93.626571
195,2571,42.530476,-92.337583
241,4368,41.682765,-93.698572
348,3456,43.142868,-93.378772
464,4269,41.771753,-91.128389
483,4706,41.866829,-90.181935
490,4642,42.498321,-92.382928
493,4601,41.61508,-93.578778
497,4988,42.512766,-92.429371
504,4802,41.62949,-93.678747
520,4132,41.78845,-90.257282
537,4801,41.60037,-93.658747
539,4366,41.697221,-91.6656
618,4104,43.155972,-93.199495
757,4410,,
876,3582,40.739495,-93.747995
972,5222,41.98823,-91.65208
991,3772,,
1022,2612,41.8303,-94.104378
1028,4926,41.649339,-93.697356
1029,5115,43.284016,-93.199447
1033,4648,42.510573,-92.345104
1036,4470,42.495308,-92.314941
1038,4260,41.033299,-93.765718
1044,4974,41.581689,-93.596783
1051,4617,41.607817,-93.570489
1056,3920,41.827768,-90.204862
1061,2595,42.012395,-95.348616
1070,5144,41.693276,-93.581264
1073,4068,41.570743,-93.703344
1078,5029,41.574536,-90.576113
1089,3756,41.908573,-95.065122
1331,4647,42.49807,-92.293057
1348,5113,42.495394,-92.315218
1443,4615,43.163663,-93.201061
1509,2190,41.60566,-93.619787
1556,4364,41.699737,-92.726349
1656,3993,,
1657,4521,42.035781,-94.232024
1658,4382,41.590891,-93.71326
1681,5034,43.152301,-93.208614
1943,5196,41.701517,-91.561845
2131,5247,42.986351,-93.188172
2220,4301,41.57222,-93.596849
2221,5169,41.653137,-93.60054
2223,4595,41.547105,-93.645068
2228,4091,43.143817,-93.376737
2231,4803,41.627683,-93.617219
2235,5098,,
2236,4935,42.507683,-92.332774
2245,4603,41.555041,-93.596916
2256,2106,42.517182,-92.455796
2260,4807,41.662817,-92.007776
2265,5240,41.670876,-91.346618
2270,5127,41.586313,-93.663337
2361,3831,41.87894,-93.815365
2443,5212,43.158803,-93.201081
2642,3968,,
2693,4900,42.510792,-92.345106
2696,4748,41.574851,-90.514255
2747,4645,41.694958,-90.548678
3193,4598,41.627701,-93.577596
3196,2652,43.148257,-93.213856
3203,5165,43.419668,-93.535032
3207,3888,,
3215,4320,41.838522,-94.103123
3220,5037,42.01431,-94.373551
3236,4404,,
3240,3664,43.443739,-93.218339
3248,4840,42.498404,-92.302514
3269,4761,42.504991,-92.402855
3318,4204,41.86113,-90.21131
3434,3997,41.024657,-93.798363
3435,5043,42.488566,-92.346357
3556,2836,42.503373,-92.337304
3622,2627,41.626402,-93.651112
3734,4613,42.064424,-94.862519
3738,4864,41.833079,-90.225779
3743,2838,41.559969,-90.600088
3744,4158,42.065252,-94.850616
3753,4385,,
3758,4369,41.494857,-93.674051
3765,4013,41.438006,-91.03069
3767,3647,41.818693,-90.244743
3776,2668,40.739728,-93.765554
3778,4755,43.148333,-93.220421
3867,4768,41.629152,-93.731344
4176,3528,43.148345,-93.255618
4277,3731,41.581826,-90.52886
4278,4941,41.629415,-93.711902
4284,2564,42.505197,-92.403843
4286,3732,41.654695,-90.577312
4291,5203,,
4294,3769,42.485041,-92.440301
4295,4014,42.024349,-95.369082
4300,5012,41.838488,-94.081127
4301,4958,42.5214,-92.436845
4307,2579,41.7283,-92.727343
4316,5162,41.629411,-93.705732
4317,3858,41.589348,-90.609746
4320,4694,41.561756,-90.63145
4322,2671,42.017269,-94.374804
4326,5155,42.493091,-92.376863
4329,2582,43.146805,-93.17113
4335,3670,41.695806,-91.610774
4353,2587,41.664692,-93.697737
4355,2806,41.858483,-90.184946
4534,3877,41.62953,-93.699282
4649,3540,41.572878,-90.528568
4658,4942,41.590253,-93.613493
4781,4839,43.444481,-93.220898
4812,4512,42.500153,-92.376364
4995,4001,42.081312,-94.893501
5233,4353,,
5243,4140,41.627684,-93.618724
5250,4427,,
5492,4804,41.586323,-93.664571
5513,4688,42.065531,-94.86677
6060,4969,43.142775,-93.396651
6065,3041,41.677932,-93.244441
6071,4544,41.035778,-93.765678
6082,4911,41.677287,-90.340914
6090,2561,41.542816,-93.644943
6091,5227,41.848124,-90.193275
6099,4782,40.62366,-93.92909
6121,4185,41.741296,-92.727346
6274,4902,42.513772,-92.345144
6337,4734,41.629407,-93.712816
6340,5079,42.012395,-95.349198
6347,4795,41.627702,-93.568668
6460,4092,41.483262,-93.675526
6507,4376,43.133204,-93.201072
6564,4653,42.02014,-94.377422
6586,4500,,
6589,4493,41.922507,-91.637255
6591,4506,41.707315,-91.660193
6719,4169,,
6805,4798,41.555952,-93.596914
7053,2611,41.026754,-92.401538
7054,2536,41.598109,-93.519185
7055,5051,41.57566,-93.624734
7056,4837,41.657837,-91.530633
7057,4129,42.022854,-93.618911
7058,3723,42.025841,-96.095845
7059,2622,41.676203,-91.518536
7060,2113,42.28057,-94.289457
7061,2545,,
7063,2500,,
7064,4879,42.47063,-96.352852
7065,5131,41.598779,-93.599363
7067,2609,42.024995,-93.618248
7069,2572,42.51279,-92.43698
7070,4998,42.267363,-94.724867
7071,4202,42.451213,-96.356879
7072,4509,42.021461,-93.650838
7075,2238,41.658538,-93.497258
7078,2501,42.022848,-93.619455
7080,5199,42.669128,-91.913481
7086,3990,41.296228,-92.648153
7087,3916,41.009342,-92.437224
7088,2637,41.538207,-90.611972
7091,5160,41.05186,-92.409171
7094,4356,42.022725,-93.458003
7095,4677,41.698103,-91.614748
7097,2614,41.556781,-90.548919
7100,2505,42.063833,-93.876651
7101,4767,41.687898,-93.600658
7102,2502,,
7103,2566,,
7106,3776,41.559268,-90.620069
7108,2568,41.988968,-91.650752
7109,4862,42.587074,-95.967322
7110,2621,42.487752,-96.364108
7113,3926,41.657654,-91.530181
7115,2844,41.649547,-91.500088
7119,4695,41.644039,-93.464184
7120,3778,41.638673,-93.665871
7121,4324,42.26168,-94.068439
7123,5207,41.968294,-91.677076
7125,4463,43.105833,-93.603007
7128,4011,41.028308,-92.808394
7129,3749,42.661398,-95.200717
7131,3573,40.999033,-92.410413
7134,4135,41.644082,-93.458606
7135,2512,41.64277,-91.530467
7136,4069,41.00934,-92.440218
7137,2513,,
7138,5132,41.575862,-93.613501
7139,4947,42.537839,-92.462826
7140,5017,43.36182,-91.219222
7141,2636,41.604313,-93.573844
7143,4921,41.963888,-91.739906
7149,4289,43.256619,-91.48472
7160,2290,42.647492,-95.202405
7161,2623,42.519884,-96.417783
7165,3820,42.510535,-96.420193
7166,4888,42.400333,-96.361378
7169,3825,41.604893,-93.600499
7173,2285,41.663541,-91.529854
7182,4437,,
7248,4600,41.636024,-93.531532
7294,4293,41.156477,-92.637618
7296,5096,41.752792,-91.606273
7434,4628,42.67564,-91.910523
7450,2576,42.653184,-95.200758
7512,2603,41.552406,-90.483701
7520,4907,42.516198,-92.44586
7535,4160,41.629203,-91.480457
7538,4097,42.165983,-95.436648
7560,5003,41.538186,-90.615542
7570,5009,41.674023,-91.580776
7641,3524,42.001123,-93.61365
7766,3698,41.590858,-93.771158
7798,2200,42.421341,-94.974011
7801,3762,,
7840,3869,41.672672,-91.565517
7887,3987,43.068032,-94.226874
7929,3943,,
7946,4197,42.400505,-96.35303
7950,4914,42.561054,-92.455972
7965,4861,,
7967,4156,42.6755,-91.910525
7983,4640,41.5563,-90.547751
8007,5224,41.671398,-91.573591
8017,4971,41.599231,-93.505046
8120,5180,42.678786,-91.902413
8133,4232,40.892417,-92.834054
8349,5004,,
8709,4186,41.531145,-93.644946
8711,5135,,
8712,3785,41.56373,-93.624729
8714,3013,40.752691,-92.412847
8716,4630,41.549885,-90.570604
8717,4703,42.490838,-96.404911
8721,2852,41.615221,-93.697742
8729,3876,42.530636,-94.534319
8732,4452,42.489633,-96.372016
8734,4300,41.292614,-92.648062
8749,3819,43.291013,-91.797893
8754,2670,41.682337,-91.591868
8765,4664,42.067645,-93.880068
8771,2625,,
8784,4183,43.303291,-91.785286
8786,4271,40.731946,-92.867944
9066,4960,42.021456,-93.648959
9068,3930,,
9147,3682,43.088185,-93.989798
9246,2543,41.015579,-92.438463
9268,4737,42.647103,-95.200778
9427,4273,41.600563,-93.562136
9447,3584,,
9448,3447,42.433711,-96.370146
9449,5064,41.929144,-91.779021
9456,5225,41.752646,-91.608706
9468,4420,41.009434,-92.418554
9474,2846,41.963526,-91.716583
9479,4831,42.059341,-93.896924
9799,3565,41.651985,-91.574025
9837,4590,42.532963,-92.445512
10020,4952,41.538148,-90.637353
10038,5190,41.881819,-91.828573
10045,4134,,
10173,2585,43.081288,-94.236003
10187,3652,,
10192,4844,41.632777,-91.571067
10193,5185,41.6698,-91.568027
10201,3789,41.298516,-92.669924
10205,3928,41.739524,-91.60759
10207,3890,41.972773,-91.683668
10208,4268,43.082782,-94.213434
10211,5186,42.964212,-91.80721
10222,4670,42.802375,-92.264289
10223,4989,41.641358,-91.52032
10225,4057,41.594713,-93.597039
10240,5145,41.526509,-93.628356
10243,3722,42.43609,-96.36432
10250,4004,42.017115,-93.610343
10258,4444,42.228582,-96.236097
10261,3354,41.559724,-90.52708
10265,4462,43.386755,-93.947595
10270,4520,41.901604,-93.607648
10391,4161,41.650843,-91.575633
10404,4436,42.021236,-93.650125
10423,4107,42.037347,-93.867439
10639,5217,40.681485,-93.121487
10646,5181,,
10655,3949,41.410379,-92.933676
10878,5027,,
11094,4200,42.538468,-96.373207
11112,4162,41.963791,-91.726725
11127,3986,42.495324,-96.394671
11236,4466,42.844438,-91.80894
11561,3726,41.014548,-92.456904
11931,4105,42.009797,-93.439899
11935,2551,,
11936,3980,41.646958,-91.55104
11939,4650,43.38496,-94.308749
11950,4599,41.629037,-93.544884
11954,4565,42.469008,-96.346548
11955,2850,41.627686,-93.615656
11962,3715,41.556966,-90.550657
11963,3660,,
11967,4674,42.009586,-93.585884
11972,4745,41.963477,-91.715363
11978,4023,42.035102,-93.871308
11992,5007,42.6715,-92.33742
11993,5111,41.633009,-91.493643
11995,4478,41.557843,-93.625681
11999,5065,42.489845,-96.376341
12012,2667,42.517653,-96.40514
12017,5060,41.657818,-91.52843
12030,2523,40.735639,-92.86795
12160,3773,41.975739,-91.659878
12173,4930,42.035086,-93.868623
12175,4789,41.204759,-92.886643
12468,4034,43.08605,-91.568372
12515,3873,41.690672,-91.608414
12955,3735,41.296286,-92.631487
12964,3853,41.545421,-90.620282
12968,3635,42.039076,-94.031178
12969,4438,42.023592,-93.610396
12992,4558,42.504732,-96.405013
12995,4905,42.394636,-94.632453
13268,3952,41.529655,-90.48065
13344,2835,42.539893,-92.472818
13373,4409,42.037102,-93.879597
13506,4705,41.669266,-91.566343
13720,3417,,
13725,4453,,
13726,2594,42.448057,-96.350374
13729,2642,41.3973,-92.900977
13735,3818,41.320746,-93.105641
13737,4973,42.965065,-91.814402
13740,3045,43.098696,-93.801917
13742,3757,42.529334,-96.373595
13743,4201,42.49488,-96.461702
13745,4481,41.656031,-91.530225
13750,4762,43.14339,-91.932112
13755,4575,41.877859,-93.679808
13756,4027,40.709735,-92.867868
13764,5086,42.515991,-96.385069
13767,4073,43.261735,-93.633264
13774,5128,41.610526,-93.672697
13780,4568,42.54202,-96.358412
13781,3842,43.29355,-94.218
13789,5014,41.660495,-91.528718
13791,4836,41.657904,-91.537252
13798,4062,41.600419,-93.61947
13799,3650,42.490073,-95.544793
13887,4192,41.556273,-90.480359
14506,4456,41.649946,-91.574075
14508,5067,42.651369,-95.200761
14511,4701,42.059115,-93.879992
14519,3717,42.847479,-92.099221
14524,2600,,
14949,4457,41.6533,-91.540402
15317,5172,41.959613,-91.725777
15321,3721,43.289239,-91.754287
15323,4147,42.539098,-92.474685
15328,4884,42.470479,-96.348659
15330,5010,42.422404,-95.002637
15346,4676,42.489817,-96.401114
15369,4157,41.741097,-91.608385
15383,3857,,
15416,4957,42.271309,-95.090639
15556,5151,,
15758,4697,41.643806,-91.527407
15761,5157,42.517855,-94.534532
15788,4118,42.307764,-95.051539
15964,4797,41.600577,-93.601405
16152,4841,41.538161,-90.619947
16155,4662,41.988646,-91.682151
16193,2840,41.550134,-90.503813
16509,2548,41.644041,-93.465301
16510,3896,41.641037,-91.52047
16516,5211,41.655804,-93.736395
16521,3947,41.728712,-92.444287
16524,4046,40.734946,-92.874795
16525,2178,43.262115,-91.473634
16528,4588,42.503495,-96.419074
16533,5105,41.738152,-91.60761
16540,5050,41.497945,-93.499633
16780,3909,41.22247,-93.24167
17140,3932,42.165915,-95.79375
17141,5137,41.645864,-93.619903
17148,5025,41.989568,-91.649703
17157,4932,42.509207,-92.465829
17507,4818,43.307662,-91.796988
17513,4597,41.526428,-93.625093
17525,3964,42.888842,-95.152678
17529,2559,41.015468,-92.810548
17963,4511,41.585264,-93.558326
17964,3942,41.985987,-92.57945
17965,3514,42.502231,-94.193195
17966,4431,42.507886,-94.168007
17967,2607,40.760846,-95.385107
17968,4374,41.674071,-93.772714
17969,4106,42.511454,-90.720519
17970,2651,42.712242,-92.475403
17971,4246,,
17972,3963,41.261866,-95.873074
17973,5237,42.512182,-94.17795
17974,2509,41.96233,-91.677063
17977,4904,43.45255,-96.43415
17978,3629,,
17979,4820,43.30226,-96.430827
17980,3056,42.731639,-93.73684
17981,2553,41.051463,-94.37255
17982,5068,43.36062,-95.14106
17983,4083,41.702811,-93.599496
17985,2522,43.430559,-95.082079
17986,4193,43.184879,-95.482214
17987,2518,41.019275,-95.232783
17989,2552,41.955859,-91.658577
17991,3592,42.505333,-94.151809
17992,2353,43.37113,-92.106737
17993,2228,41.336404,-94.014003
17994,2629,41.242732,-95.825137
17996,4395,42.310443,-93.573932
17997,4084,41.757429,-93.600267
17998,2649,42.497219,-90.666497
18001,4712,42.512092,-90.666938
18002,3477,41.225208,-95.847163
18005,4171,42.3036,-90.993859
18008,4559,43.285134,-92.811539
18009,3632,42.489025,-90.73695
18012,5080,43.145197,-95.14774
18014,5182,41.261858,-95.870133
18015,4805,42.50638,-94.185766
18019,2575,42.471767,-92.376624
18020,4557,42.193386,-92.468086
18023,5140,42.749013,-95.55132
18026,4414,41.438776,-95.612045
18027,5153,,
18029,2327,40.989239,-94.742993
18032,2565,43.145897,-95.14506
18034,3881,42.049166,-92.9104
18041,2666,41.704094,-93.62159
18055,5167,42.501131,-94.173816
18056,2529,41.968342,-91.733373
18061,3901,42.505335,-94.157366
18067,4015,42.052321,-93.620682
18073,4018,42.187653,-92.716422
18093,2606,42.73356,-94.227117
18135,3677,43.183718,-95.329171
18155,2851,42.501169,-94.170372
18164,2544,42.039035,-92.912783
18217,4326,42.271302,-93.92715
18227,4891,43.403948,-95.758274
18290,2620,,
18311,4743,41.24394,-95.818775
18324,4704,41.259698,-95.867208
18326,3783,42.732607,-94.667312
18518,3744,42.470204,-91.115768
18586,4277,42.776296,-96.178479
18597,4334,,
18647,4070,41.897053,-92.277843
18669,4660,41.977226,-91.642558
18670,2233,43.416439,-95.126786
18681,4545,41.22044,-95.817918
18687,4081,42.185827,-93.599758
18691,4637,41.944676,-91.666812
18702,2475,42.96298,-94.443
18710,3989,42.749589,-95.547068
18718,4136,,
18725,4634,42.021929,-91.665657
18817,2597,,
19014,3880,41.220324,-95.836926
19168,4344,41.6884,-93.793812
19192,5154,43.454831,-95.321331
19313,4877,41.607853,-93.736232
19326,4247,42.850335,-93.616789
19356,2624,42.516621,-90.741064
19360,4182,42.475277,-91.11191
19364,4103,42.057106,-93.645008
19386,4252,42.240954,-91.191101
19393,5166,42.044345,-92.893113
19396,4687,42.009649,-91.634941
19398,3816,41.016691,-95.230032
19399,4744,,
19406,4490,41.944956,-91.672214
19412,4236,42.665175,-93.903094
19428,4986,43.122246,-92.737285
19579,4443,42.070316,-91.795808
19775,4233,43.370711,-92.116917
19835,2556,,
19892,3495,42.240132,-91.183413
20051,4249,,
20054,5121,43.059133,-92.66188
20056,4489,41.979772,-91.715925
20057,4253,41.344865,-94.022115
20059,4507,43.155628,-95.150967
20081,4405,41.731869,-93.58166
20103,4203,42.725694,-92.47898
20232,4445,42.469524,-93.831462
20235,4471,42.457849,-92.355825
20319,3621,43.183574,-95.855179
20361,3695,42.808951,-95.977022
20367,2445,41.301436,-95.402224
20428,4538,42.787434,-92.667833
20675,3542,43.378499,-92.921298
20680,3420,41.598673,-93.718139
20683,4770,42.409412,-92.449664
20687,4321,43.052712,-92.674449
20694,4346,42.093993,-91.869266
20701,2657,40.676171,-94.725578
20703,3704,43.10937,-94.678807
20704,4592,43.111913,-94.681939
20710,3841,42.495307,-90.665438
20715,4235,42.469488,-93.827718
20721,4524,43.142731,-93.005225
20724,3622,43.400251,-95.12868
20734,4661,41.658525,-93.773467
20736,4172,42.520423,-93.376271
20737,2578,43.066994,-92.675562
20740,4311,42.505112,-94.181826
20746,4533,43.378704,-92.917588
20749,4774,43.402229,-94.822033
20753,4727,41.702872,-93.581216
20760,4439,42.177736,-91.775734
20805,2562,42.504742,-94.158247
21097,3676,42.895915,-92.801846
21186,4485,43.186036,-95.6558
21216,4515,42.655628,-93.508976
21312,3700,41.476306,-95.339412
21326,3774,42.511105,-90.665763
21327,4563,42.974876,-96.318286
21331,4397,41.731862,-93.586368
21335,4764,42.501168,-94.171071
21336,4708,41.04635,-95.742987
21338,3889,42.70032,-92.478929
21347,4765,42.499519,-90.696856
21350,2656,40.991951,-94.743093
21354,5042,42.519503,-90.660269
21356,4569,42.968052,-95.499439
21374,4651,42.302654,-93.640039
21390,3666,41.943526,-91.716086
21395,2672,41.342577,-94.013481
21407,4873,41.758781,-93.824366
21541,4571,42.745202,-92.790457
21641,2524,,
21709,4785,41.485575,-95.336353
21716,3944,42.515282,-90.736175
21729,4336,43.343861,-96.002282
21732,4514,42.515441,-94.218425
22030,5170,42.009066,-93.165186
22032,3830,41.047715,-94.372464
22035,4234,43.145797,-95.143388
22037,5107,,
22038,5099,41.759147,-93.600258
22039,4150,42.457636,-92.358191
22041,4527,42.732227,-94.44175
22045,2465,42.4918,-90.704724
22047,4609,41.717284,-93.601647
22050,5097,,
22051,4205,42.038157,-92.914433
22054,5052,41.302742,-94.453263
22059,4516,41.30495,-95.399804
22062,3728,41.262318,-95.854847
22064,3705,43.431837,-96.171905
22069,4756,42.038101,-92.912671
22070,4978,42.435435,-92.291334
22086,4176,,
22414,5118,42.442892,-90.850388
22418,3813,40.714825,-94.238806
22430,4358,42.731643,-93.735974
22673,4895,42.033132,-91.668059
22712,3656,41.709322,-93.581201
22715,4733,41.643913,-93.736536
22719,4848,41.335457,-94.012692
22720,4665,41.703664,-93.571584
22721,3719,42.011986,-92.912318
22726,2843,42.020263,-91.664971
22729,4556,42.731594,-93.916982
22740,4901,41.763876,-93.719323
22750,4266,40.760319,-95.385114
22751,4317,41.303167,-94.462719
22892,4517,42.013062,-91.635028
23071,4824,41.049199,-94.364142
23096,5005,42.846725,-94.853219
23101,4731,41.600487,-93.793613
23192,4584,42.750551,-92.973022
23246,3654,42.845893,-93.613065
23415,4496,42.005867,-91.634838
23418,2644,42.508352,-94.17692
23419,4477,41.2426,-95.824807
23421,2602,42.469466,-93.825486
23422,4143,43.067209,-92.14835
23425,2661,43.186038,-95.831721
23426,4177,42.006665,-92.784654
23429,4608,41.23931,-95.85248
23434,2641,41.261673,-95.855054
23435,3738,42.513839,-90.671531
23438,3912,41.973736,-91.715944
23439,2508,41.97447,-91.697941
23441,4576,43.370811,-95.126015
23447,4167,42.504959,-90.668138
23448,3390,43.331525,-95.149955
23449,4025,41.897052,-92.277759
23452,4392,41.614732,-93.834218
23457,4195,41.983789,-92.581699
23458,3484,42.825681,-95.808579
23461,3626,43.126816,-95.152474
23464,2592,42.027531,-92.912505
23466,4209,41.688354,-93.772306
23467,4231,42.793062,-96.165002
23468,3742,42.781431,-96.185002
23474,3808,42.315788,-92.189842
23488,4620,41.289877,-94.562737
23489,4310,42.75508,-95.551866
23496,5210,40.739232,-95.027266
23505,4667,41.360431,-93.790419
23507,5176,41.97805,-91.715903
23529,4299,42.199288,-91.530042
23534,4010,41.038071,-95.746213
23842,3950,42.016841,-93.162378
23868,4810,,
23872,5123,41.614713,-93.831913
24128,2413,42.500858,-90.696929
24281,4255,,
24282,4285,43.057527,-92.31291
24290,3779,42.529612,-94.177993
24302,3645,41.595099,-93.717595
24329,4362,41.772214,-93.714431
24657,4536,42.455083,-90.678368
24842,4006,43.453831,-96.434315
24847,5035,41.232109,-95.805659
25003,4726,,
25024,4626,41.268064,-95.906095
25027,3763,42.9961,-96.485189
25030,4909,43.200164,-96.294824
25034,4248,43.186035,-95.825709
25058,4318,41.012263,-95.232711
25068,4451,42.459531,-93.815845
25070,4878,43.08516,-95.6243
25081,5230,42.02088,-91.665196
